"Date","City","State","Place","Corps","Class","Score","Year","Event_Name"
"07/18","Landisville","PA","2","Bushwackers","All-Age","84.200","2026","The Buccaneer Classic"
"07/18","Landisville","PA","3","White Sabers","All-Age","78.300","2026","The Buccaneer Classic"
"07/18","Landisville","PA","4","Sunrisers","All-Age","70.200","2026","The Buccaneer Classic"
"07/18","Landisville","PA","1","Raiders","Open Class","64.150","2026","The Buccaneer Classic"
"07/18","Landisville","PA","2","Les Stentors","Open Class","60.550","2026","The Buccaneer Classic"
"07/17","Houston","TX","1","Bluecoats","World Class","91.150","2026","DCI Houston"
"07/17","Houston","TX","2","Boston Crusaders","World Class","89.500","2026","DCI Houston"
"07/17","Houston","TX","3","Blue Devils","World Class","88.700","2026","DCI Houston"
"07/17","Houston","TX","4","Carolina Crown","World Class","88.500","2026","DCI Houston"
"07/17","Houston","TX","5","Blue Stars","World Class","85.000","2026","DCI Houston"
"07/17","Houston","TX","6","Cavaliers","World Class","83.900","2026","DCI Houston"
"07/17","Houston","TX","7","Crossmen","World Class","77.650","2026","DCI Houston"
"07/17","Houston","TX","8","Academy","World Class","76.800","2026","DCI Houston"
"07/17","Houston","TX","9","Genesis","World Class","73.050","2026","DCI Houston"
"07/17","Houston","TX","10","Spartans","World Class","73.000","2026","DCI Houston"
"07/16","Denton","TX","1","Bluecoats","World Class","90.400","2026","DCI Denton"
"07/16","Denton","TX","2","Boston Crusaders","World Class","88.600","2026","DCI Denton"
"07/16","Denton","TX","3","Carolina Crown","World Class","88.050","2026","DCI Denton"
"07/16","Denton","TX","4","Vanguard","World Class","86.800","2026","DCI Denton"
"07/16","Denton","TX","5","Phantom Regiment","World Class","85.650","2026","DCI Denton"
"07/16","Denton","TX","6","Spirit of Atlanta","World Class","79.450","2026","DCI Denton"
"07/16","Denton","TX","7","Seattle Cascades","World Class","70.900","2026","DCI Denton"
"07/16","Denton","TX","1","Zephyrus","Open Class","64.800","2026","DCI Denton"
"07/16","Killeen","TX","1","Blue Knights","World Class","82.500","2026","DCI Central Texas"
"07/16","Killeen","TX","2","Colts","World Class","82.400","2026","DCI Central Texas"
"07/16","Killeen","TX","3","Madison Scouts","World Class","80.450","2026","DCI Central Texas"
"07/16","Killeen","TX","4","Pacific Crest","World Class","79.500","2026","DCI Central Texas"
"07/16","Killeen","TX","5","Music City","World Class","76.400","2026","DCI Central Texas"
"07/16","Killeen","TX","6","Genesis","World Class","72.500","2026","DCI Central Texas"
"07/16","Killeen","TX","1","Gold","Open Class","69.900","2026","DCI Central Texas"
"07/16","Killeen","TX","2","Arsenal","Open Class","65.100","2026","DCI Central Texas"
"07/14","Albuquerque","NM","1","Bluecoats","World Class","89.300","2026","DCI New Mexico"
"07/14","Albuquerque","NM","2","Pacific Crest","World Class","77.700","2026","DCI New Mexico"
"07/14","Albuquerque","NM","3","Academy","World Class","74.950","2026","DCI New Mexico"
"07/14","Albuquerque","NM","4","Seattle Cascades","World Class","70.600","2026","DCI New Mexico"
"07/14","Albuquerque","NM","1","Arsenal","Open Class","62.100","2026","DCI New Mexico"
"07/14","Hutchinson","KS","1","Blue Stars","World Class","84.250","2026","DCI Hutchinson"
"07/14","Hutchinson","KS","2","Troopers","World Class","81.800","2026","DCI Hutchinson"
"07/14","Hutchinson","KS","3","Blue Knights","World Class","80.250","2026","DCI Hutchinson"
"07/14","Hutchinson","KS","4","Madison Scouts","World Class","78.850","2026","DCI Hutchinson"
"07/14","Hutchinson","KS","5","Music City","World Class","73.800","2026","DCI Hutchinson"
"07/14","Hutchinson","KS","6","Spartans","World Class","72.250","2026","DCI Hutchinson"
"07/14","Broken Arrow","OK","1","Boston Crusaders","World Class","87.600","2026","DCI Broken Arrow"
"07/14","Broken Arrow","OK","2","Carolina Crown","World Class","87.150","2026","DCI Broken Arrow"
"07/14","Broken Arrow","OK","3","Phantom Regiment","World Class","85.000","2026","DCI Broken Arrow"
"07/14","Broken Arrow","OK","4","Cavaliers","World Class","83.350","2026","DCI Broken Arrow"
"07/14","Broken Arrow","OK","5","Colts","World Class","79.650","2026","DCI Broken Arrow"
"07/14","Broken Arrow","OK","6","Spirit of Atlanta","World Class","78.450","2026","DCI Broken Arrow"
"07/14","Broken Arrow","OK","7","Crossmen","World Class","75.850","2026","DCI Broken Arrow"
"07/14","Broken Arrow","OK","1","Zephyrus","Open Class","63.150","2026","DCI Broken Arrow"
"07/13","Olathe","KS","1","Phantom Regiment","World Class","84.300","2026","Brass Impact"
"07/13","Olathe","KS","2","Blue Stars","World Class","83.200","2026","Brass Impact"
"07/13","Olathe","KS","3","Troopers","World Class","79.550","2026","Brass Impact"
"07/13","Olathe","KS","4","Colts","World Class","78.300","2026","Brass Impact"
"07/13","Olathe","KS","5","Madison Scouts","World Class","78.100","2026","Brass Impact"
"07/13","Olathe","KS","6","Crossmen","World Class","75.150","2026","Brass Impact"
"07/13","Olathe","KS","7","Spartans","World Class","71.250","2026","Brass Impact"
"07/13","Olathe","KS","1","Colt Cadets","Open Class","63.100","2026","Brass Impact"
"07/12","Buena Park","CA","1","Blue Devils B","Open Class","72.500","2026","So Cal Classic: Open Class Pacific Championship Finals"
"07/12","Buena Park","CA","2","Gold","Open Class","69.700","2026","So Cal Classic: Open Class Pacific Championship Finals"
"07/12","Buena Park","CA","3","Impulse","Open Class","68.100","2026","So Cal Classic: Open Class Pacific Championship Finals"
"07/12","Buena Park","CA","4","Golden Empire","Open Class","64.950","2026","So Cal Classic: Open Class Pacific Championship Finals"
"07/12","Buena Park","CA","5","Blue Devils C","Open Class","64.850","2026","So Cal Classic: Open Class Pacific Championship Finals"
"07/11","Pasadena","CA","1","Bluecoats","World Class","87.575","2026","Drum Corps at the Rose Bowl"
"07/11","Pasadena","CA","2","Blue Devils","World Class","86.675","2026","Drum Corps at the Rose Bowl"
"07/11","Pasadena","CA","3","Vanguard","World Class","84.650","2026","Drum Corps at the Rose Bowl"
"07/11","Pasadena","CA","4","Pacific Crest","World Class","76.225","2026","Drum Corps at the Rose Bowl"
"07/11","Pasadena","CA","5","Academy","World Class","74.600","2026","Drum Corps at the Rose Bowl"
"07/11","Pasadena","CA","6","Seattle Cascades","World Class","70.075","2026","Drum Corps at the Rose Bowl"
"07/11","Pasadena","CA","1","Blue Devils B","Open Class","71.125","2026","Drum Corps at the Rose Bowl"
"07/11","Pasadena","CA","2","Gold","Open Class","68.275","2026","Drum Corps at the Rose Bowl"
"07/11","Pasadena","CA","3","Impulse","Open Class","66.400","2026","Drum Corps at the Rose Bowl"
"07/11","Pasadena","CA","4","Golden Empire","Open Class","64.100","2026","Drum Corps at the Rose Bowl"
"07/11","Pasadena","CA","5","Blue Devils C","Open Class","63.750","2026","Drum Corps at the Rose Bowl"
"07/11","Whitewater","WI","1","Phantom Regiment","World Class","83.350","2026","The Whitewater Classic"
"07/11","Whitewater","WI","2","Blue Stars","World Class","81.925","2026","The Whitewater Classic"
"07/11","Whitewater","WI","3","Cavaliers","World Class","80.975","2026","The Whitewater Classic"
"07/11","Whitewater","WI","4","Troopers","World Class","77.925","2026","The Whitewater Classic"
"07/11","Whitewater","WI","5","Blue Knights","World Class","77.150","2026","The Whitewater Classic"
"07/11","Whitewater","WI","6","Madison Scouts","World Class","76.925","2026","The Whitewater Classic"
"07/11","Whitewater","WI","7","Crossmen","World Class","73.500","2026","The Whitewater Classic"
"07/11","Whitewater","WI","8","Spartans","World Class","71.250","2026","The Whitewater Classic"
"07/11","Whitewater","WI","9","Genesis","World Class","69.875","2026","The Whitewater Classic"
"07/11","Whitewater","WI","1","River City Rhythm","Open Class","66.725","2026","The Whitewater Classic"
"07/11","Whitewater","WI","2","Eclipse","Open Class","64.250","2026","The Whitewater Classic"
"07/11","Clifton","NJ","1","Reading Buccaneers","All-Age","84.050","2026","Drum Corps Grand Prix"
"07/11","Clifton","NJ","2","Hawthorne Caballeros","All-Age","83.250","2026","Drum Corps Grand Prix"
"07/11","Clifton","NJ","3","Bushwackers","All-Age","80.500","2026","Drum Corps Grand Prix"
"07/11","Clifton","NJ","4","White Sabers","All-Age","75.300","2026","Drum Corps Grand Prix"
"07/11","Clifton","NJ","5","Connecticut Hurricanes","All-Age","73.650","2026","Drum Corps Grand Prix"
"07/11","Clifton","NJ","1","Raiders","Open Class","59.550","2026","Drum Corps Grand Prix"
"07/11","Clifton","NJ","2","7th Regiment","Open Class","58.750","2026","Drum Corps Grand Prix"
"07/11","Clifton","NJ","3","Les Stentors","Open Class","56.800","2026","Drum Corps Grand Prix"
"07/10","Walnut","CA","1","Bluecoats","World Class","86.750","2026","Western Corps Connection"
"07/10","Walnut","CA","2","Blue Devils","World Class","85.250","2026","Western Corps Connection"
"07/10","Walnut","CA","3","Vanguard","World Class","83.700","2026","Western Corps Connection"
"07/10","Walnut","CA","4","Pacific Crest","World Class","74.100","2026","Western Corps Connection"
"07/10","Walnut","CA","5","Academy","World Class","73.300","2026","Western Corps Connection"
"07/10","Walnut","CA","6","Seattle Cascades","World Class","68.850","2026","Western Corps Connection"
"07/10","Walnut","CA","1","Blue Devils B","Open Class","69.300","2026","Western Corps Connection"
"07/10","Walnut","CA","2","Gold","Open Class","67.800","2026","Western Corps Connection"
"07/10","Walnut","CA","3","Impulse","Open Class","65.550","2026","Western Corps Connection"
"07/10","Walnut","CA","4","Golden Empire","Open Class","63.500","2026","Western Corps Connection"
"07/10","Walnut","CA","5","Blue Devils C","Open Class","62.250","2026","Western Corps Connection"
"07/10","Dubuque","IA","1","Blue Stars","World Class","80.800","2026","Music on the March"
"07/10","Dubuque","IA","2","Colts","World Class","78.250","2026","Music on the March"
"07/10","Dubuque","IA","3","Blue Knights","World Class","77.100","2026","Music on the March"
"07/10","Dubuque","IA","4","Madison Scouts","World Class","75.700","2026","Music on the March"
"07/10","Dubuque","IA","5","Genesis","World Class","70.200","2026","Music on the March"
"07/10","Dubuque","IA","1","River City Rhythm","Open Class","65.250","2026","Music on the March"
"07/10","Dubuque","IA","2","Colt Cadets","Open Class","61.100","2026","Music on the March"
"07/10","Lisle","IL","1","Phantom Regiment","World Class","80.800","2026","Cavalcade of Brass"
"07/10","Lisle","IL","2","Cavaliers","World Class","79.100","2026","Cavalcade of Brass"
"07/10","Lisle","IL","3","Troopers","World Class","76.600","2026","Cavalcade of Brass"
"07/10","Lisle","IL","4","Crossmen","World Class","72.350","2026","Cavalcade of Brass"
"07/10","Lisle","IL","5","Spartans","World Class","70.250","2026","Cavalcade of Brass"
"07/10","Lisle","IL","1","Eclipse","Open Class","64.050","2026","Cavalcade of Brass"
"07/10","Lisle","IL","1","Northern Lights Drum & Bugle Corps","All-Age","74.000","2026","Cavalcade of Brass"
"07/09","Santa Clarita","CA","1","Bluecoats","World Class","85.300","2026","Gold Showcase"
"07/09","Santa Clarita","CA","2","Blue Devils","World Class","84.300","2026","Gold Showcase"
"07/09","Santa Clarita","CA","3","Vanguard","World Class","82.950","2026","Gold Showcase"
"07/09","Santa Clarita","CA","4","Pacific Crest","World Class","71.800","2026","Gold Showcase"
"07/09","Santa Clarita","CA","5","Academy","World Class","71.650","2026","Gold Showcase"
"07/09","Santa Clarita","CA","1","Blue Devils B","Open Class","68.750","2026","Gold Showcase"
"07/09","Santa Clarita","CA","2","Gold","Open Class","66.150","2026","Gold Showcase"
"07/09","Santa Clarita","CA","3","Golden Empire","Open Class","63.000","2026","Gold Showcase"
"07/09","Santa Clarita","CA","4","Blue Devils C","Open Class","61.700","2026","Gold Showcase"
"07/09","Muscle Shoals","AL","1","Boston Crusaders","World Class","84.550","2026","DCI Northern Alabama"
"07/09","Muscle Shoals","AL","2","Spirit of Atlanta","World Class","76.300","2026","DCI Northern Alabama"
"07/09","Muscle Shoals","AL","3","Music City","World Class","71.550","2026","DCI Northern Alabama"
"07/09","Muscle Shoals","AL","1","Memphis Blues","Open Class","64.250","2026","DCI Northern Alabama"
"07/09","Muscle Shoals","AL","1","Atlanta CV","All-Age","75.200","2026","DCI Northern Alabama"
"07/08","Newnan","GA","1","Boston Crusaders","World Class","83.850","2026","Drums Across America"
"07/08","Newnan","GA","2","Spirit of Atlanta","World Class","75.050","2026","Drums Across America"
"07/08","Newnan","GA","3","Music City","World Class","70.350","2026","Drums Across America"
"07/08","Newnan","GA","1","Atlanta CV","All-Age","72.350","2026","Drums Across America"
"07/07","Mankato","MN","1","Cavaliers","World Class","77.950","2026","The Kiwanis Thunder of Drums"
"07/07","Mankato","MN","2","Colts","World Class","75.050","2026","The Kiwanis Thunder of Drums"
"07/07","Mankato","MN","3","Blue Knights","World Class","74.500","2026","The Kiwanis Thunder of Drums"
"07/07","Mankato","MN","4","Madison Scouts","World Class","73.300","2026","The Kiwanis Thunder of Drums"
"07/07","Mankato","MN","5","Genesis","World Class","67.850","2026","The Kiwanis Thunder of Drums"
"07/07","Mankato","MN","1","River City Rhythm","Open Class","63.300","2026","The Kiwanis Thunder of Drums"
"07/07","Sevierville","TN","1","Boston Crusaders","World Class","83.050","2026","Drums Across the Smokies"
"07/07","Sevierville","TN","2","Carolina Crown","World Class","82.100","2026","Drums Across the Smokies"
"07/07","Sevierville","TN","3","Spirit of Atlanta","World Class","72.850","2026","Drums Across the Smokies"
"07/07","Sevierville","TN","4","Music City","World Class","68.850","2026","Drums Across the Smokies"
"07/05","Stanford","CA","1","Bluecoats","World Class","83.950","2026","DCI West"
"07/05","Stanford","CA","2","Blue Devils","World Class","82.050","2026","DCI West"
"07/05","Stanford","CA","3","Vanguard","World Class","81.150","2026","DCI West"
"07/05","Stanford","CA","4","Academy","World Class","69.250","2026","DCI West"
"07/05","Stanford","CA","5","Seattle Cascades","World Class","64.200","2026","DCI West"
"07/05","Stanford","CA","1","Blue Devils B","Open Class","67.700","2026","DCI West"
"07/05","Stanford","CA","2","Gold","Open Class","64.550","2026","DCI West"
"07/05","Stanford","CA","3","Impulse","Open Class","62.100","2026","DCI West"
"07/05","Stanford","CA","4","Blue Devils C","Open Class","61.200","2026","DCI West"
"07/05","Stanford","CA","5","Golden Empire","Open Class","60.750","2026","DCI West"
"07/05","La Crosse","WI","1","Phantom Regiment","World Class","79.200","2026","River City Rhapsody"
"07/05","La Crosse","WI","2","Blue Stars","World Class","77.400","2026","River City Rhapsody"
"07/05","La Crosse","WI","3","Cavaliers","World Class","75.250","2026","River City Rhapsody"
"07/05","La Crosse","WI","4","Troopers","World Class","73.750","2026","River City Rhapsody"
"07/05","La Crosse","WI","5","Colts","World Class","73.000","2026","River City Rhapsody"
"07/05","La Crosse","WI","6","Madison Scouts","World Class","72.500","2026","River City Rhapsody"
"07/05","La Crosse","WI","1","River City Rhythm","Open Class","61.450","2026","River City Rhapsody"
"07/05","La Crosse","WI","1","Govenaires","All-Age","70.150","2026","River City Rhapsody"
"07/03","Sacramento","CA","1","Bluecoats","World Class","82.200","2026","DCI Capital Classic"
"07/03","Sacramento","CA","2","Vanguard","World Class","80.300","2026","DCI Capital Classic"
"07/03","Sacramento","CA","3","Academy","World Class","68.300","2026","DCI Capital Classic"
"07/03","Sacramento","CA","4","Seattle Cascades","World Class","63.250","2026","DCI Capital Classic"
"07/03","Sacramento","CA","1","Gold","Open Class","63.650","2026","DCI Capital Classic"
"07/03","Sacramento","CA","2","Golden Empire","Open Class","59.800","2026","DCI Capital Classic"
"07/03","Sacramento","CA","3","Impulse","Open Class","59.250","2026","DCI Capital Classic"
"07/01","Portland","OR","1","Vanguard","World Class","79.100","2026","Northwest Youth Music Games Portland"
"07/01","Portland","OR","2","Seattle Cascades","World Class","63.000","2026","Northwest Youth Music Games Portland"
"07/01","Portland","OR","1","Battalion","Open Class","63.000","2026","Northwest Youth Music Games Portland"
"07/01","Portland","OR","2","Gems","Open Class","58.950","2026","Northwest Youth Music Games Portland"
"07/01","Portland","OR","3","Columbians","Open Class","58.850","2026","Northwest Youth Music Games Portland"
"07/01","Portland","OR","4","Impulse","Open Class","58.000","2026","Northwest Youth Music Games Portland"
"07/01","Omaha","NE","1","Phantom Regiment","World Class","76.400","2026","Drums Across Nebraska"
"07/01","Omaha","NE","2","Troopers","World Class","71.850","2026","Drums Across Nebraska"
"07/01","Omaha","NE","3","Blue Knights","World Class","70.850","2026","Drums Across Nebraska"
"07/01","Omaha","NE","4","Colts","World Class","69.700","2026","Drums Across Nebraska"
"07/01","Omaha","NE","5","Genesis","World Class","63.200","2026","Drums Across Nebraska"
"07/01","Omaha","NE","1","Colt Cadets","Open Class","55.450","2026","Drums Across Nebraska"
"06/30","Seattle","WA","1","Vanguard","World Class","77.550","2026","Northwest Youth Music Games Seattle"
"06/30","Seattle","WA","2","Seattle Cascades","World Class","62.650","2026","Northwest Youth Music Games Seattle"
"06/30","Seattle","WA","1","Battalion","Open Class","63.300","2026","Northwest Youth Music Games Seattle"
"06/30","Seattle","WA","2","Gems","Open Class","57.700","2026","Northwest Youth Music Games Seattle"
"06/30","Seattle","WA","3","Columbians","Open Class","57.200","2026","Northwest Youth Music Games Seattle"
"06/30","Seattle","WA","4","Impulse","Open Class","56.950","2026","Northwest Youth Music Games Seattle"
"06/28","Ogden","UT","1","Blue Devils","World Class","77.250","2026","Corps Encore"
"06/28","Ogden","UT","2","Troopers","World Class","69.400","2026","Corps Encore"
"06/28","Ogden","UT","3","Blue Knights","World Class","69.000","2026","Corps Encore"
"06/28","Ogden","UT","4","Genesis","World Class","62.150","2026","Corps Encore"
"06/27","Shelton","CT","1","Reading Buccaneers","All-Age","80.950","2026","Barnum Festival: Champions on Parade"
"06/27","Shelton","CT","2","Hawthorne Caballeros","All-Age","78.700","2026","Barnum Festival: Champions on Parade"
"06/27","Shelton","CT","3","Bushwackers","All-Age","76.800","2026","Barnum Festival: Champions on Parade"
"06/27","Shelton","CT","4","Connecticut Hurricanes","All-Age","71.350","2026","Barnum Festival: Champions on Parade"
"06/27","Shelton","CT","1","7th Regiment","Open Class","47.250","2026","Barnum Festival: Champions on Parade"
"06/27","Fort Collins","CO","1","Blue Devils","World Class","75.650","2026","Drums Along the Rockies"
"06/27","Fort Collins","CO","2","Phantom Regiment","World Class","72.650","2026","Drums Along the Rockies"
"06/27","Fort Collins","CO","3","Troopers","World Class","67.850","2026","Drums Along the Rockies"
"06/27","Fort Collins","CO","4","Blue Knights","World Class","67.550","2026","Drums Along the Rockies"
"06/27","Fort Collins","CO","5","Genesis","World Class","60.350","2026","Drums Along the Rockies"
